IP:PORT, LOSS, DELAY
162.159.192.212:1701,60.00%,676 ms
162.159.195.197:1070,60.00%,676 ms
162.159.192.206:1701,60.00%,676 ms
162.159.195.220:988,60.00%,678 ms
162.159.192.238:1843,60.00%,678 ms
162.159.192.83:1701,60.00%,680 ms
162.159.192.78:1843,60.00%,685 ms
162.159.192.164:1843,60.00%,704 ms
162.159.192.181:1843,60.00%,705 ms
162.159.192.142:1701,70.00%,759 ms
162.159.193.95:854,100.00%,1000 ms
162.159.193.147:854,100.00%,1000 ms
162.159.193.20:7152,100.00%,1000 ms
162.159.193.22:854,100.00%,1000 ms
162.159.193.22:7152,100.00%,1000 ms
162.159.193.21:7152,100.00%,1000 ms
162.159.193.23:854,100.00%,1000 ms
162.159.193.24:854,100.00%,1000 ms
162.159.193.23:7152,100.00%,1000 ms
162.159.193.24:7152,100.00%,1000 ms
162.159.193.19:7152,100.00%,1000 ms
162.159.193.25:943,100.00%,1000 ms
162.159.193.25:7156,100.00%,1000 ms
162.159.193.26:943,100.00%,1000 ms
162.159.193.67:7156,100.00%,1000 ms
162.159.193.82:7156,100.00%,1000 ms
162.159.193.83:943,100.00%,1000 ms
162.159.193.83:7156,100.00%,1000 ms
162.159.193.26:7156,100.00%,1000 ms
162.159.193.85:943,100.00%,1000 ms
162.159.193.27:943,100.00%,1000 ms
162.159.193.86:943,100.00%,1000 ms
162.159.193.89:7156,100.00%,1000 ms
162.159.193.91:943,100.00%,1000 ms
162.159.193.27:7156,100.00%,1000 ms
162.159.193.28:943,100.00%,1000 ms
162.159.193.28:7156,100.00%,1000 ms
162.159.193.29:943,100.00%,1000 ms
162.159.193.29:7156,100.00%,1000 ms
162.159.193.19:854,100.00%,1000 ms
162.159.193.30:7156,100.00%,1000 ms
162.159.193.30:943,100.00%,1000 ms
162.159.193.31:943,100.00%,1000 ms
162.159.193.31:7156,100.00%,1000 ms
162.159.193.32:943,100.00%,1000 ms
162.159.193.32:7156,100.00%,1000 ms
162.159.193.33:943,100.00%,1000 ms
162.159.193.33:7156,100.00%,1000 ms
162.159.193.34:943,100.00%,1000 ms
162.159.193.34:7156,100.00%,1000 ms
162.159.193.36:7156,100.00%,1000 ms
162.159.193.37:7156,100.00%,1000 ms
162.159.193.40:7156,100.00%,1000 ms
162.159.193.40:943,100.00%,1000 ms
162.159.193.42:943,100.00%,1000 ms
162.159.193.41:7156,100.00%,1000 ms
162.159.193.18:7152,100.00%,1000 ms
162.159.193.43:7156,100.00%,1000 ms
162.159.193.44:7156,100.00%,1000 ms
162.159.193.45:943,100.00%,1000 ms
162.159.193.45:7156,100.00%,1000 ms
162.159.193.44:943,100.00%,1000 ms
162.159.193.46:943,100.00%,1000 ms
162.159.193.46:7156,100.00%,1000 ms
162.159.193.47:943,100.00%,1000 ms
162.159.193.47:7156,100.00%,1000 ms
162.159.193.48:943,100.00%,1000 ms
162.159.193.49:7156,100.00%,1000 ms
162.159.193.49:943,100.00%,1000 ms
162.159.193.50:943,100.00%,1000 ms
162.159.193.50:7156,100.00%,1000 ms
162.159.193.48:7156,100.00%,1000 ms
162.159.193.51:943,100.00%,1000 ms
162.159.193.51:7156,100.00%,1000 ms
162.159.193.52:943,100.00%,1000 ms
162.159.193.53:7156,100.00%,1000 ms
162.159.193.52:7156,100.00%,1000 ms
162.159.193.53:943,100.00%,1000 ms
162.159.193.54:7156,100.00%,1000 ms
162.159.193.54:943,100.00%,1000 ms
162.159.193.55:943,100.00%,1000 ms
162.159.193.55:7156,100.00%,1000 ms
162.159.193.56:943,100.00%,1000 ms
162.159.193.57:943,100.00%,1000 ms
162.159.193.56:7156,100.00%,1000 ms
162.159.193.58:943,100.00%,1000 ms
162.159.193.57:7156,100.00%,1000 ms
162.159.193.58:7156,100.00%,1000 ms
162.159.193.62:943,100.00%,1000 ms
162.159.193.60:7156,100.00%,1000 ms
162.159.193.61:943,100.00%,1000 ms
162.159.193.62:7156,100.00%,1000 ms
162.159.193.59:943,100.00%,1000 ms
162.159.193.59:7156,100.00%,1000 ms
162.159.193.61:7156,100.00%,1000 ms
162.159.193.60:943,100.00%,1000 ms
162.159.193.63:943,100.00%,1000 ms
162.159.193.63:7156,100.00%,1000 ms
162.159.193.64:943,100.00%,1000 ms
162.159.193.66:943,100.00%,1000 ms
162.159.193.65:7156,100.00%,1000 ms
162.159.193.64:7156,100.00%,1000 ms
162.159.193.65:943,100.00%,1000 ms
162.159.193.66:7156,100.00%,1000 ms
162.159.193.67:943,100.00%,1000 ms
162.159.193.69:7156,100.00%,1000 ms
162.159.193.68:7156,100.00%,1000 ms
162.159.193.69:943,100.00%,1000 ms
162.159.193.68:943,100.00%,1000 ms
162.159.193.70:943,100.00%,1000 ms
162.159.193.70:7156,100.00%,1000 ms
162.159.193.71:7156,100.00%,1000 ms
162.159.193.71:943,100.00%,1000 ms
162.159.193.74:943,100.00%,1000 ms
162.159.193.72:943,100.00%,1000 ms
162.159.193.72:7156,100.00%,1000 ms
162.159.193.73:7156,100.00%,1000 ms
162.159.193.73:943,100.00%,1000 ms
162.159.193.74:7156,100.00%,1000 ms
162.159.193.75:943,100.00%,1000 ms
162.159.193.75:7156,100.00%,1000 ms
162.159.193.76:943,100.00%,1000 ms
162.159.193.76:7156,100.00%,1000 ms
162.159.193.77:943,100.00%,1000 ms
162.159.193.77:7156,100.00%,1000 ms
162.159.193.78:943,100.00%,1000 ms
162.159.193.18:854,100.00%,1000 ms
162.159.193.78:7156,100.00%,1000 ms
162.159.193.79:943,100.00%,1000 ms
162.159.193.79:7156,100.00%,1000 ms
162.159.193.152:854,100.00%,1000 ms
162.159.193.151:946,100.00%,1000 ms
162.159.193.152:946,100.00%,1000 ms
162.159.193.153:854,100.00%,1000 ms
162.159.193.80:943,100.00%,1000 ms
162.159.193.153:946,100.00%,1000 ms
162.159.193.80:7156,100.00%,1000 ms
162.159.193.81:943,100.00%,1000 ms
162.159.193.81:7156,100.00%,1000 ms
162.159.193.82:943,100.00%,1000 ms
162.159.193.155:854,100.00%,1000 ms
162.159.193.84:943,100.00%,1000 ms
162.159.193.155:946,100.00%,1000 ms
162.159.193.84:7156,100.00%,1000 ms
162.159.193.156:946,100.00%,1000 ms
162.159.193.157:946,100.00%,1000 ms
162.159.193.85:7156,100.00%,1000 ms
162.159.193.86:7156,100.00%,1000 ms
162.159.193.88:943,100.00%,1000 ms
162.159.193.87:943,100.00%,1000 ms
162.159.193.87:7156,100.00%,1000 ms
162.159.193.89:943,100.00%,1000 ms
162.159.193.88:7156,100.00%,1000 ms
162.159.193.90:943,100.00%,1000 ms
162.159.193.90:7156,100.00%,1000 ms
162.159.193.91:7156,100.00%,1000 ms
162.159.193.92:854,100.00%,1000 ms
162.159.193.92:946,100.00%,1000 ms
162.159.193.93:854,100.00%,1000 ms
162.159.193.93:946,100.00%,1000 ms
162.159.193.94:854,100.00%,1000 ms
162.159.193.166:854,100.00%,1000 ms
162.159.193.94:946,100.00%,1000 ms
162.159.193.17:7152,100.00%,1000 ms
162.159.193.168:854,100.00%,1000 ms
162.159.193.95:946,100.00%,1000 ms
162.159.193.96:854,100.00%,1000 ms
162.159.193.96:946,100.00%,1000 ms
162.159.193.97:854,100.00%,1000 ms
162.159.193.168:946,100.00%,1000 ms
162.159.193.97:946,100.00%,1000 ms
162.159.193.98:854,100.00%,1000 ms
162.159.193.170:854,100.00%,1000 ms
162.159.193.98:946,100.00%,1000 ms
162.159.193.99:854,100.00%,1000 ms
162.159.193.99:946,100.00%,1000 ms
162.159.193.100:854,100.00%,1000 ms
162.159.193.100:946,100.00%,1000 ms
162.159.193.101:854,100.00%,1000 ms
162.159.193.101:946,100.00%,1000 ms
162.159.193.102:854,100.00%,1000 ms
162.159.193.103:854,100.00%,1000 ms
162.159.193.102:946,100.00%,1000 ms
162.159.193.104:854,100.00%,1000 ms
162.159.193.103:946,100.00%,1000 ms
162.159.193.104:946,100.00%,1000 ms
162.159.193.105:946,100.00%,1000 ms
162.159.193.105:854,100.00%,1000 ms
162.159.193.106:946,100.00%,1000 ms
162.159.193.106:854,100.00%,1000 ms
162.159.193.17:854,100.00%,1000 ms
162.159.193.107:946,100.00%,1000 ms
162.159.193.107:854,100.00%,1000 ms
162.159.193.108:854,100.00%,1000 ms
162.159.193.108:946,100.00%,1000 ms
162.159.193.109:854,100.00%,1000 ms
162.159.193.109:946,100.00%,1000 ms
162.159.193.110:854,100.00%,1000 ms
162.159.193.111:854,100.00%,1000 ms
162.159.193.110:946,100.00%,1000 ms
162.159.193.113:946,100.00%,1000 ms
162.159.193.111:946,100.00%,1000 ms
162.159.193.112:854,100.00%,1000 ms
162.159.193.112:946,100.00%,1000 ms
162.159.193.113:854,100.00%,1000 ms
162.159.193.114:854,100.00%,1000 ms
162.159.193.114:946,100.00%,1000 ms
162.159.193.116:854,100.00%,1000 ms
162.159.193.115:854,100.00%,1000 ms
162.159.193.115:946,100.00%,1000 ms
162.159.193.116:946,100.00%,1000 ms
162.159.193.117:946,100.00%,1000 ms
162.159.193.117:854,100.00%,1000 ms
162.159.193.118:854,100.00%,1000 ms
162.159.193.118:946,100.00%,1000 ms
162.159.193.119:854,100.00%,1000 ms
162.159.193.119:946,100.00%,1000 ms
162.159.193.120:854,100.00%,1000 ms
162.159.193.120:946,100.00%,1000 ms
162.159.193.122:854,100.00%,1000 ms
162.159.193.121:946,100.00%,1000 ms
162.159.193.121:854,100.00%,1000 ms
162.159.193.122:946,100.00%,1000 ms
162.159.193.123:946,100.00%,1000 ms
162.159.193.123:854,100.00%,1000 ms
162.159.193.124:946,100.00%,1000 ms
162.159.193.124:854,100.00%,1000 ms
162.159.193.125:854,100.00%,1000 ms
162.159.193.126:854,100.00%,1000 ms
162.159.193.125:946,100.00%,1000 ms
162.159.193.16:854,100.00%,1000 ms
162.159.193.126:946,100.00%,1000 ms
162.159.193.127:854,100.00%,1000 ms
162.159.193.128:854,100.00%,1000 ms
162.159.193.127:946,100.00%,1000 ms
162.159.193.129:946,100.00%,1000 ms
162.159.193.129:854,100.00%,1000 ms
162.159.193.128:946,100.00%,1000 ms
162.159.193.130:854,100.00%,1000 ms
162.159.193.133:854,100.00%,1000 ms
162.159.193.132:946,100.00%,1000 ms
162.159.193.130:946,100.00%,1000 ms
162.159.193.132:854,100.00%,1000 ms
162.159.193.131:946,100.00%,1000 ms
162.159.193.131:854,100.00%,1000 ms
162.159.193.133:946,100.00%,1000 ms
162.159.193.134:946,100.00%,1000 ms
162.159.193.134:854,100.00%,1000 ms
162.159.193.135:946,100.00%,1000 ms
162.159.193.135:854,100.00%,1000 ms
162.159.193.136:946,100.00%,1000 ms
162.159.193.137:854,100.00%,1000 ms
162.159.193.136:854,100.00%,1000 ms
162.159.193.15:854,100.00%,1000 ms
162.159.193.137:946,100.00%,1000 ms
162.159.193.138:854,100.00%,1000 ms
162.159.193.139:854,100.00%,1000 ms
162.159.193.138:946,100.00%,1000 ms
162.159.193.139:946,100.00%,1000 ms
162.159.193.140:854,100.00%,1000 ms
162.159.193.140:946,100.00%,1000 ms
162.159.193.141:946,100.00%,1000 ms
162.159.193.141:854,100.00%,1000 ms
162.159.193.142:946,100.00%,1000 ms
162.159.193.142:854,100.00%,1000 ms
162.159.193.143:854,100.00%,1000 ms
162.159.193.144:854,100.00%,1000 ms
162.159.193.143:946,100.00%,1000 ms
162.159.193.144:946,100.00%,1000 ms
162.159.193.145:946,100.00%,1000 ms
162.159.193.146:854,100.00%,1000 ms
162.159.193.145:854,100.00%,1000 ms
162.159.193.146:946,100.00%,1000 ms
162.159.193.21:854,100.00%,1000 ms
162.159.193.148:946,100.00%,1000 ms
162.159.193.147:946,100.00%,1000 ms
162.159.193.148:854,100.00%,1000 ms
162.159.193.149:854,100.00%,1000 ms
162.159.193.149:946,100.00%,1000 ms
162.159.193.150:854,100.00%,1000 ms
162.159.193.150:946,100.00%,1000 ms
162.159.193.14:854,100.00%,1000 ms
162.159.193.151:854,100.00%,1000 ms
162.159.193.154:854,100.00%,1000 ms
162.159.193.154:946,100.00%,1000 ms
162.159.193.156:854,100.00%,1000 ms
162.159.193.157:854,100.00%,1000 ms
162.159.193.158:854,100.00%,1000 ms
162.159.193.158:946,100.00%,1000 ms
162.159.193.159:854,100.00%,1000 ms
162.159.193.159:946,100.00%,1000 ms
162.159.193.160:854,100.00%,1000 ms
162.159.193.160:946,100.00%,1000 ms
162.159.193.161:854,100.00%,1000 ms
162.159.193.161:946,100.00%,1000 ms
162.159.193.162:854,100.00%,1000 ms
162.159.193.162:946,100.00%,1000 ms
162.159.193.163:854,100.00%,1000 ms
162.159.193.163:946,100.00%,1000 ms
162.159.193.164:854,100.00%,1000 ms
162.159.193.164:946,100.00%,1000 ms
162.159.193.165:854,100.00%,1000 ms
162.159.193.217:7559,100.00%,1000 ms
162.159.193.218:7103,100.00%,1000 ms
162.159.193.218:7559,100.00%,1000 ms
162.159.193.219:7559,100.00%,1000 ms
162.159.193.219:7103,100.00%,1000 ms
162.159.193.165:946,100.00%,1000 ms
162.159.193.166:946,100.00%,1000 ms
162.159.193.220:7559,100.00%,1000 ms
162.159.193.221:7103,100.00%,1000 ms
162.159.193.221:7559,100.00%,1000 ms
162.159.193.167:854,100.00%,1000 ms
162.159.193.167:946,100.00%,1000 ms
162.159.193.169:854,100.00%,1000 ms
162.159.193.169:946,100.00%,1000 ms
162.159.193.170:946,100.00%,1000 ms
162.159.193.171:854,100.00%,1000 ms
162.159.193.171:946,100.00%,1000 ms
162.159.193.172:7103,100.00%,1000 ms
162.159.193.172:7559,100.00%,1000 ms
162.159.193.222:7103,100.00%,1000 ms
162.159.193.173:7103,100.00%,1000 ms
162.159.193.173:7559,100.00%,1000 ms
162.159.193.174:7103,100.00%,1000 ms
162.159.193.174:7559,100.00%,1000 ms
162.159.193.175:7103,100.00%,1000 ms
162.159.193.175:7559,100.00%,1000 ms
162.159.193.176:7103,100.00%,1000 ms
162.159.193.176:7559,100.00%,1000 ms
162.159.193.177:7559,100.00%,1000 ms
162.159.193.177:7103,100.00%,1000 ms
162.159.193.178:7103,100.00%,1000 ms
162.159.193.178:7559,100.00%,1000 ms
162.159.193.179:7103,100.00%,1000 ms
162.159.193.179:7559,100.00%,1000 ms
162.159.193.180:7559,100.00%,1000 ms
162.159.193.180:7103,100.00%,1000 ms
162.159.193.181:7103,100.00%,1000 ms
162.159.193.181:7559,100.00%,1000 ms
162.159.193.182:7103,100.00%,1000 ms
162.159.193.182:7559,100.00%,1000 ms
162.159.193.183:7103,100.00%,1000 ms
162.159.193.184:7103,100.00%,1000 ms
162.159.193.183:7559,100.00%,1000 ms
162.159.193.186:7559,100.00%,1000 ms
162.159.193.186:7103,100.00%,1000 ms
162.159.193.185:7103,100.00%,1000 ms
162.159.193.185:7559,100.00%,1000 ms
162.159.193.187:7103,100.00%,1000 ms
162.159.193.184:7559,100.00%,1000 ms
162.159.193.188:7103,100.00%,1000 ms
162.159.193.188:7559,100.00%,1000 ms
162.159.193.187:7559,100.00%,1000 ms
162.159.193.189:7103,100.00%,1000 ms
162.159.193.191:7559,100.00%,1000 ms
162.159.193.190:7559,100.00%,1000 ms
162.159.193.190:7103,100.00%,1000 ms
162.159.193.191:7103,100.00%,1000 ms
162.159.193.189:7559,100.00%,1000 ms
162.159.193.192:7103,100.00%,1000 ms
162.159.193.193:7103,100.00%,1000 ms
162.159.193.192:7559,100.00%,1000 ms
162.159.193.194:7103,100.00%,1000 ms
162.159.193.193:7559,100.00%,1000 ms
162.159.193.195:7559,100.00%,1000 ms
162.159.193.195:7103,100.00%,1000 ms
162.159.193.194:7559,100.00%,1000 ms
162.159.193.196:7103,100.00%,1000 ms
162.159.193.196:7559,100.00%,1000 ms
162.159.193.197:7103,100.00%,1000 ms
162.159.193.198:7103,100.00%,1000 ms
162.159.193.197:7559,100.00%,1000 ms
162.159.193.198:7559,100.00%,1000 ms
162.159.193.199:7103,100.00%,1000 ms
162.159.193.199:7559,100.00%,1000 ms
162.159.193.200:7103,100.00%,1000 ms
162.159.193.200:7559,100.00%,1000 ms
162.159.193.202:7103,100.00%,1000 ms
162.159.193.202:7559,100.00%,1000 ms
162.159.193.201:7559,100.00%,1000 ms
162.159.193.201:7103,100.00%,1000 ms
162.159.193.203:7103,100.00%,1000 ms
162.159.193.204:7103,100.00%,1000 ms
162.159.193.205:7103,100.00%,1000 ms
162.159.193.203:7559,100.00%,1000 ms
162.159.193.204:7559,100.00%,1000 ms
162.159.193.206:7103,100.00%,1000 ms
162.159.193.205:7559,100.00%,1000 ms
162.159.193.206:7559,100.00%,1000 ms
162.159.193.207:7103,100.00%,1000 ms
162.159.193.207:7559,100.00%,1000 ms
162.159.193.208:7103,100.00%,1000 ms
162.159.193.208:7559,100.00%,1000 ms
162.159.193.209:7103,100.00%,1000 ms
162.159.193.209:7559,100.00%,1000 ms
162.159.193.210:7103,100.00%,1000 ms
162.159.193.210:7559,100.00%,1000 ms
162.159.193.211:7103,100.00%,1000 ms
162.159.193.211:7559,100.00%,1000 ms
162.159.193.212:7103,100.00%,1000 ms
162.159.193.212:7559,100.00%,1000 ms
162.159.193.213:7103,100.00%,1000 ms
162.159.193.213:7559,100.00%,1000 ms
162.159.193.214:7103,100.00%,1000 ms
162.159.193.214:7559,100.00%,1000 ms
162.159.193.215:7103,100.00%,1000 ms
162.159.193.215:7559,100.00%,1000 ms
162.159.193.216:7103,100.00%,1000 ms
162.159.193.216:7559,100.00%,1000 ms
162.159.193.217:7103,100.00%,1000 ms
162.159.193.13:854,100.00%,1000 ms
162.159.193.220:7103,100.00%,1000 ms
162.159.193.222:7559,100.00%,1000 ms
162.159.193.223:891,100.00%,1000 ms
162.159.193.223:4500,100.00%,1000 ms
162.159.193.224:891,100.00%,1000 ms
162.159.193.236:4500,100.00%,1000 ms
162.159.193.224:4500,100.00%,1000 ms
162.159.193.225:891,100.00%,1000 ms
162.159.193.41:943,100.00%,1000 ms
162.159.193.225:4500,100.00%,1000 ms
162.159.193.226:891,100.00%,1000 ms
162.159.193.226:4500,100.00%,1000 ms
162.159.193.227:891,100.00%,1000 ms
162.159.193.227:4500,100.00%,1000 ms
162.159.193.237:891,100.00%,1000 ms
162.159.193.228:891,100.00%,1000 ms
162.159.193.228:4500,100.00%,1000 ms
162.159.193.238:891,100.00%,1000 ms
162.159.193.229:891,100.00%,1000 ms
162.159.193.229:4500,100.00%,1000 ms
162.159.193.230:891,100.00%,1000 ms
162.159.193.254:943,100.00%,1000 ms
162.159.193.230:4500,100.00%,1000 ms
162.159.193.231:891,100.00%,1000 ms
162.159.193.231:4500,100.00%,1000 ms
162.159.193.232:891,100.00%,1000 ms
162.159.193.232:4500,100.00%,1000 ms
162.159.193.239:1010,100.00%,1000 ms
162.159.193.233:891,100.00%,1000 ms
162.159.193.233:4500,100.00%,1000 ms
162.159.193.234:891,100.00%,1000 ms
162.159.193.234:4500,100.00%,1000 ms
162.159.193.235:891,100.00%,1000 ms
162.159.193.235:4500,100.00%,1000 ms
162.159.193.236:891,100.00%,1000 ms
162.159.193.237:4500,100.00%,1000 ms
162.159.193.9:854,100.00%,1000 ms
162.159.193.241:928,100.00%,1000 ms
162.159.193.238:4500,100.00%,1000 ms
162.159.193.239:928,100.00%,1000 ms
162.159.193.43:943,100.00%,1000 ms
162.159.193.42:7156,100.00%,1000 ms
162.159.193.7:854,100.00%,1000 ms
162.159.193.39:943,100.00%,1000 ms
162.159.193.240:1010,100.00%,1000 ms
162.159.193.240:928,100.00%,1000 ms
162.159.193.39:7156,100.00%,1000 ms
162.159.193.241:1010,100.00%,1000 ms
162.159.193.4:7152,100.00%,1000 ms
162.159.193.254:946,100.00%,1000 ms
162.159.193.253:946,100.00%,1000 ms
162.159.193.252:946,100.00%,1000 ms
162.159.193.38:7156,100.00%,1000 ms
162.159.193.38:943,100.00%,1000 ms
162.159.193.37:943,100.00%,1000 ms
162.159.193.36:943,100.00%,1000 ms
162.159.193.35:943,100.00%,1000 ms
162.159.193.35:7156,100.00%,1000 ms
162.159.193.20:854,100.00%,1000 ms
162.159.193.16:7152,100.00%,1000 ms
162.159.193.15:7152,100.00%,1000 ms
162.159.193.14:7152,100.00%,1000 ms
162.159.193.13:7152,100.00%,1000 ms
162.159.193.12:7152,100.00%,1000 ms
162.159.193.12:854,100.00%,1000 ms
162.159.193.11:7152,100.00%,1000 ms
162.159.193.11:854,100.00%,1000 ms
162.159.193.9:7152,100.00%,1000 ms
162.159.193.10:7152,100.00%,1000 ms
162.159.193.10:854,100.00%,1000 ms
162.159.193.8:7152,100.00%,1000 ms
162.159.193.253:943,100.00%,1000 ms
162.159.193.252:943,100.00%,1000 ms
162.159.193.251:987,100.00%,1000 ms
162.159.193.6:854,100.00%,1000 ms
162.159.193.7:7152,100.00%,1000 ms
162.159.193.251:908,100.00%,1000 ms
162.159.193.250:894,100.00%,1000 ms
162.159.193.250:5956,100.00%,1000 ms
162.159.193.8:854,100.00%,1000 ms
162.159.193.6:7152,100.00%,1000 ms
162.159.193.242:928,100.00%,1000 ms
162.159.193.247:5956,100.00%,1000 ms
162.159.193.244:5956,100.00%,1000 ms
162.159.193.243:5956,100.00%,1000 ms
162.159.193.244:894,100.00%,1000 ms
162.159.193.248:894,100.00%,1000 ms
162.159.193.249:5956,100.00%,1000 ms
162.159.193.246:5956,100.00%,1000 ms
162.159.193.245:894,100.00%,1000 ms
162.159.193.243:894,100.00%,1000 ms
162.159.193.248:5956,100.00%,1000 ms
162.159.193.242:1010,100.00%,1000 ms
162.159.193.246:894,100.00%,1000 ms
162.159.193.5:7152,100.00%,1000 ms
162.159.193.5:854,100.00%,1000 ms
162.159.193.4:854,100.00%,1000 ms
162.159.193.3:7152,100.00%,1000 ms
162.159.193.3:854,100.00%,1000 ms
162.159.193.2:7152,100.00%,1000 ms
162.159.193.2:854,100.00%,1000 ms
162.159.193.1:7152,100.00%,1000 ms
162.159.193.1:854,100.00%,1000 ms
162.159.193.0:854,100.00%,1000 ms
162.159.193.0:7152,100.00%,1000 ms
162.159.192.9:1843,100.00%,1000 ms
162.159.192.6:1843,100.00%,1000 ms
162.159.192.2:1701,100.00%,1000 ms
162.159.192.7:1843,100.00%,1000 ms
162.159.192.3:1701,100.00%,1000 ms
162.159.192.10:1843,100.00%,1000 ms
162.159.192.2:1843,100.00%,1000 ms
162.159.192.3:1843,100.00%,1000 ms
162.159.192.4:1701,100.00%,1000 ms
162.159.192.6:1701,100.00%,1000 ms
162.159.192.1:1701,100.00%,1000 ms
162.159.192.7:1701,100.00%,1000 ms
162.159.192.1:1843,100.00%,1000 ms
162.159.192.9:1701,100.00%,1000 ms
162.159.192.4:1843,100.00%,1000 ms
162.159.193.247:894,100.00%,1000 ms
162.159.193.245:5956,100.00%,1000 ms
162.159.192.10:1701,100.00%,1000 ms
162.159.193.249:894,100.00%,1000 ms
188.114.98.160:7281,100.00%,1000 ms
188.114.98.160:955,100.00%,1000 ms
